id,year,active_year,start_year,end_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,iso3,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
,#date+year,,#date+year+start,#date+year+end,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,,#country+code,#region+name,,,#date+start,#date+end,,,,,,#affected+killed,
73674,2005,1,2005,2005,1,11350,Bangladesh: Government,10985,Government of Bangladesh - PBCP,143,771.0,Government of Bangladesh,805,,PBCP,-1,SATP,,,,,3,Rajbari District,Dhaka Division,Rajbari District,23.72066,89.53056,POINT (89.530560 23.720660),163980,Bangladesh,771,BGD,Asia,1,1,2005-03-13,2005-03-13,0,4,0,0,4,4,4
73704,2005,1,2005,2005,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,1,Bhatpara town,Khulna Division,Meherpur District,23.845,88.703611,POINT (88.703611 23.845000),163978,Bangladesh,771,BGD,Asia,1,1,2005-03-18,2005-03-18,0,1,0,0,1,1,1
73705,2005,1,2005,2005,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,3,Jhenaidaha District,Khulna Division,Jhenaidaha District,23.48351,89.0863,POINT (89.086300 23.483510),163259,Bangladesh,771,BGD,Asia,1,1,2005-04-03,2005-04-03,0,1,0,0,1,1,1
90028,2005,0,2005,2005,3,487,Government of India - Civilians,954,Government of India - Civilians,141,750.0,Government of India,1,,Civilians,-1,Reuters,,,,Bangladesh,1,Hariharpur village,Khulna Division,Khulna District,22.26973,89.32696,POINT (89.326960 22.269730),161819,Bangladesh,771,BGD,Asia,1,1,2005-04-23,2005-04-23,0,0,2,0,2,2,2
90029,2005,0,2005,2005,3,487,Government of India - Civilians,954,Government of India - Civilians,141,750.0,Government of India,1,,Civilians,-1,Reuters,,,,Bangladesh,3,Satkhira District,Khulna Division,Satkhira District,22.38155,89.13675,POINT (89.136750 22.381550),161819,Bangladesh,771,BGD,Asia,1,1,2005-04-27,2005-04-27,0,0,1,0,1,1,1
73706,2005,1,2005,2005,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,1,Malihad town,Khulna Division,Kushtia District,23.837696,88.914489,POINT (88.914489 23.837696),163978,Bangladesh,771,BGD,Asia,1,1,2005-05-05,2005-05-05,0,1,0,0,1,1,1
73675,2005,1,2005,2005,1,11350,Bangladesh: Government,10985,Government of Bangladesh - PBCP,143,771.0,Government of Bangladesh,805,,PBCP,-1,"BBC 2005-05-10:  ""Two outlawed party leaders killed in Bangladesh shoot-out"", quoting the Daily Star.",,,,RAB sources,2,Ishwardi sub-District,Rajshahi Division,Pabna Disctrict,24.15,89.05,POINT (89.050000 24.150000),164699,Bangladesh,771,BGD,Asia,1,1,2005-05-09,2005-05-09,0,1,0,0,1,1,1
73676,2005,1,2005,2005,1,11350,Bangladesh: Government,10985,Government of Bangladesh - PBCP,143,771.0,Government of Bangladesh,805,,PBCP,-1,SATP,,,,,6,Bangladesh,,,21.45,91.9833,POINT (91.983300 21.450000),160384,Bangladesh,771,BGD,Asia,1,1,2005-05-12,2005-05-12,0,0,0,0,0,0,1
73677,2005,1,2005,2005,1,11350,Bangladesh: Government,10985,Government of Bangladesh - PBCP,143,771.0,Government of Bangladesh,805,,PBCP,-1,SATP,,,,,6,Bangladesh,,,21.45,91.9833,POINT (91.983300 21.450000),160384,Bangladesh,771,BGD,Asia,1,1,2005-05-12,2005-05-12,0,0,0,0,0,0,1
73679,2005,1,2005,2005,1,11350,Bangladesh: Government,10985,Government of Bangladesh - PBCP,143,771.0,Government of Bangladesh,805,,PBCP,-1,"BBC Monitoring South Asia 2005-05-16 ""Two banned militant leaders killed in encounter with Bangladesh police"".  SATP.",,,,Police,2,Chuadanga sub-District,Khulna Division,Chuadanga District,23.6467,88.8436,POINT (88.843600 23.646700),163978,Bangladesh,771,BGD,Asia,1,1,2005-05-15,2005-05-15,0,1,0,0,1,1,1
73709,2005,1,2005,2005,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,"BBC Monitoring South Asia 2005-05-16 ""Two banned militant leaders killed in encounter with Bangladesh police"".  SATP.",,,,Police,1,Chengutia town,Khulna Division,Jessore District,23.0775,89.359444,POINT (89.359444 23.077500),163259,Bangladesh,771,BGD,Asia,1,1,2005-05-15,2005-05-15,0,1,0,0,1,1,1
73678,2005,1,2005,2005,1,11350,Bangladesh: Government,10985,Government of Bangladesh - PBCP,143,771.0,Government of Bangladesh,805,,PBCP,-1,SATP,,,,,3,Chuadanga District,Khulna Division,Chuadanga District,23.60728,88.84878,POINT (88.848780 23.607280),163978,Bangladesh,771,BGD,Asia,1,1,2005-05-26,2005-05-26,0,1,0,0,1,1,1
73680,2005,1,2005,2005,1,11350,Bangladesh: Government,10985,Government of Bangladesh - PBCP,143,771.0,Government of Bangladesh,805,,PBCP,-1,SATP,,,,,2,Puthia sub-District,Rajshahi Division,Rajshahi District,24.3625,88.84,POINT (88.840000 24.362500),164698,Bangladesh,771,BGD,Asia,1,1,2005-05-27,2005-05-27,0,1,0,0,1,1,1
73681,2005,1,2005,2005,1,11350,Bangladesh: Government,10985,Government of Bangladesh - PBCP,143,771.0,Government of Bangladesh,805,,PBCP,-1,SATP,,,,,2,Alamdanga sub-District,Khulna Division,Chuadanga District,23.761111,88.950278,POINT (88.950278 23.761111),163978,Bangladesh,771,BGD,Asia,1,1,2005-06-11,2005-06-11,0,1,0,0,1,1,1
73710,2005,1,2005,2005,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,2,Harinakunda sub-District,Khulna Division,Jhenaidaha District,23.637778,89.040278,POINT (89.040278 23.637778),163979,Bangladesh,771,BGD,Asia,1,1,2005-06-15,2005-06-15,0,1,0,0,1,1,1
73602,2005,0,2005,2005,2,4591,Supporters of Awami League - Supporters of BNP,5201,Supporters of Awami League - Supporters of BNP,372,,Supporters of Awami League,374,,Supporters of BNP,-1,"United News of Bangladesh (June 27 2005):  ""One dies and another injured in explosion"".",,,,,2,Daulatkhan sub-District,Barisal Division,Bhola District,22.591667,90.725,POINT (90.725000 22.591667),162542,Bangladesh,771,BGD,Asia,1,1,2005-06-27,2005-06-27,0,0,0,0,0,0,1
73682,2005,1,2005,2005,1,11350,Bangladesh: Government,10985,Government of Bangladesh - PBCP,143,771.0,Government of Bangladesh,805,,PBCP,-1,SATP,,,,,2,Fakirhat sub-District,Khulna Division,Bagerhat District,22.778611,89.705833,POINT (89.705833 22.778611),162540,Bangladesh,771,BGD,Asia,1,1,2005-07-05,2005-07-05,0,1,0,0,1,1,1
73684,2005,1,2005,2005,1,11350,Bangladesh: Government,10985,Government of Bangladesh - PBCP,143,771.0,Government of Bangladesh,805,,PBCP,-1,SATP,,,,,4,Rajshahi Division,Rajshahi Division,,24.46806,88.6566,POINT (88.656600 24.468060),164698,Bangladesh,771,BGD,Asia,1,1,2005-07-09,2005-07-09,0,1,0,0,1,1,1
73707,2005,1,2005,2005,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,3,Jhenaidaha District,Khulna Division,Jhenaidaha District,23.48351,89.0863,POINT (89.086300 23.483510),163259,Bangladesh,771,BGD,Asia,1,1,2005-07-09,2005-07-09,0,1,0,0,1,1,1
73997,2005,0,2005,2005,3,2009,JMB - Civilians,2491,JMB - Civilians,1218,,JMB,1,,Civilians,-1,"Agence France Presse 2005-08-17 ""Two killed, 100 hurt as 350 small bombs explode across Bangladesh"" AND BBC News Online
2005-08-17 ""Bombs explode across Bangladesh"" AND BBC Monitoring South Asia 2005-08-18 ""Bangladesh ruling party leaders deny militant group's links to blasts"" AND Agence France Presse 2005-08-19 ""Bangladesh concerned at 'well-organised' Islamic extremist group"" AND Reuters 2005-08-22 ""Police say Bangladesh bombs probe making progress"" AND AFP 2005-08-29 ""Bangladesh arrests a leader of banned Islamic group in blast probe"" AND Reuters 2005-10-17 ""Islamic extremism hikes France investment risk-MIG"".  United News of Bangladesh (3 October 2005):  ""Charge sheet on serial bombings in Joypurhat submitted"".",,,,Home Ministry,1,Joypurhat town,Rajshahi Division,Joypurhat District,25.099785,89.029881,POINT (89.029881 25.099785),166139,Bangladesh,771,BGD,Asia,1,1,2005-08-17,2005-08-17,0,0,0,1,1,1,1
73998,2005,0,2005,2005,3,2009,JMB - Civilians,2491,JMB - Civilians,1218,,JMB,1,,Civilians,-1,"Agence France Presse (2005-08-17): ""Two killed, 100 hurt as 350 small bombs explode across Bangladesh"".  
BBC News Online (2005-08-17):  ""Bombs explode across Bangladesh"".  
BBC Monitoring South Asia (2005-08-18):  ""Bangladesh ruling party leaders deny militant group's links to blasts"".  
Agence France Presse (2005-08-19):  ""Bangladesh concerned at 'well-organised' Islamic extremist group"".  
Reuters (2005-08-22):  ""Police say Bangladesh bombs probe making progress"".  
AFP (2005-08-29):  ""Bangladesh arrests a leader of banned Islamic group in blast probe"".   
Reuters (2005-10-17):  ""Islamic extremism hikes France investment risk-MIG"".  
United News of Bangladesh (3 October 2005):  ""Charge sheet on serial bombings in Joypurhat submitted"".",,,,Home Ministry,1,Rajshahi City town,Rajshahi Division,Rajshahi District,24.366667,88.6,POINT (88.600000 24.366667),164698,Bangladesh,771,BGD,Asia,1,1,2005-08-17,2005-08-17,0,0,1,0,1,1,1
73999,2005,0,2005,2005,3,2009,JMB - Civilians,2491,JMB - Civilians,1218,,JMB,1,,Civilians,-1,"Agence France Presse 2005-08-17 ""Two killed, 100 hurt as 350 small bombs explode across Bangladesh"" AND BBC News Online
2005-08-17 ""Bombs explode across Bangladesh"" AND BBC Monitoring South Asia 2005-08-18 ""Bangladesh ruling party leaders deny militant group's links to blasts"" AND Agence France Presse 2005-08-19 ""Bangladesh concerned at 'well-organised' Islamic extremist group"" AND Reuters 2005-08-22 ""Police say Bangladesh bombs probe making progress"" AND AFP 2005-08-29 ""Bangladesh arrests a leader of banned Islamic group in blast probe"" AND Reuters 2005-10-17 ""Islamic extremism hikes France investment risk-MIG"".  United News of Bangladesh (3 October 2005):  ""Charge sheet on serial bombings in Joypurhat submitted"".",,,,Home Ministry,1,Savar town,Dhaka Division,Dhaka District,23.844167,90.251111,POINT (90.251111 23.844167),163981,Bangladesh,771,BGD,Asia,1,1,2005-08-17,2005-08-17,0,0,1,0,1,1,1
73711,2005,1,2005,2005,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,"United News of Bangladesh (23 August 2005): ""Extremist killed in encounter with RAB"".",,,,,1,Alaipur town,Khulna Division,Khulna District,22.811667,89.636389,POINT (89.636389 22.811667),162540,Bangladesh,771,BGD,Asia,1,1,2005-08-23,2005-08-23,1,0,0,0,1,1,1
73712,2005,1,2005,2005,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,2,Mirpur sub-District,Khulna Division,Kushtia District,23.928333,88.991667,POINT (88.991667 23.928333),163978,Bangladesh,771,BGD,Asia,1,1,2005-08-24,2005-08-24,0,1,0,0,1,1,1
71705,2005,1,2005,2005,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,3,Chuadanga District,Khulna Division,Chuadanga District,23.60728,88.84878,POINT (88.848780 23.607280),163978,Bangladesh,771,BGD,Asia,1,1,2005-09-03,2005-09-03,0,1,0,0,1,1,1
73708,2005,1,2005,2005,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,3,Chuadanga District,Khulna Division,Chuadanga District,23.60728,88.84878,POINT (88.848780 23.607280),163978,Bangladesh,771,BGD,Asia,1,1,2005-09-03,2005-09-03,0,0,0,0,0,0,1
73713,2005,1,2005,2005,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,"SATP.  BBC Monitoring South Asia 2005-08-06 ""Bangladesh police kill member of outlawed Maoist outfit"".",,,,Rapid Action Battalion (RAB) press release,2,Rupsa sub-District,Khulna Division,Khulna District,22.833333,89.591667,POINT (89.591667 22.833333),162540,Bangladesh,771,BGD,Asia,1,1,2005-09-04,2005-09-04,0,1,0,0,1,1,1
73714,2005,1,2005,2005,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,2,Mirpur sub-District,Khulna Division,Kushtia District,23.928333,88.991667,POINT (88.991667 23.928333),163978,Bangladesh,771,BGD,Asia,1,1,2005-09-24,2005-09-24,0,1,0,0,1,1,1
71954,2005,1,2005,2005,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,1,Bagerhat town,Khulna Division,Khulna District,22.656566,89.791227,POINT (89.791227 22.656566),162540,Bangladesh,771,BGD,Asia,1,1,2005-09-28,2005-09-28,0,1,0,0,1,1,1
74001,2005,0,2005,2005,3,2009,JMB - Civilians,2491,JMB - Civilians,1218,,JMB,1,,Civilians,-1,"Global Terrorism Database (200510020001).  “Bomb blasts kill two in southern Bangladesh,” Hindustan Times, October 3, 2005.  “Fresh Bangladesh bombings kill four,” Indo-Asian News Service, October 3, 2005.  “AFP: More on 2 Dead, One Injured in Series of Courthouse Blasts in Bangladesh,” Agence France Presse, October 3, 2005.",,,,police and witnesses,3,Satkhira District,Khulna Division,Satkhira District,22.38155,89.13675,POINT (89.136750 22.381550),161819,Bangladesh,771,BGD,Asia,1,1,2005-10-02,2005-10-02,0,0,2,0,0,2,2
73685,2005,1,2005,2005,1,11350,Bangladesh: Government,10985,Government of Bangladesh - PBCP,143,771.0,Government of Bangladesh,805,,PBCP,-1,SATP,,,,,2,Chauhali sub-District,Rajshahi Division,Sirajganj District,24.20434,89.745087,POINT (89.745087 24.204340),164700,Bangladesh,771,BGD,Asia,1,1,2005-10-14,2005-10-14,0,1,0,0,1,1,1
73683,2005,1,2005,2005,1,11350,Bangladesh: Government,10985,Government of Bangladesh - PBCP,143,771.0,Government of Bangladesh,805,,PBCP,-1,SATP,,,,,1,Sirajganj town,Rajshahi Division,Sirajganj District,24.455391,89.699951,POINT (89.699951 24.455391),164700,Bangladesh,771,BGD,Asia,1,1,2005-10-22,2005-10-22,0,1,0,0,1,1,1
73715,2005,1,2005,2005,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,"SATP.  United News of Bangladesh Limited (24 October 2005): ""Suspected outlaw killed in shootout with RAB"".",,,,,1,Khulna town,Khulna Division,Khulna District,22.809785,89.564389,POINT (89.564389 22.809785),162540,Bangladesh,771,BGD,Asia,1,1,2005-10-24,2005-10-24,0,1,0,0,0,1,1
73716,2005,1,2005,2005,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,"BBC Monitoring South Asia 2005-10-30 ""Bangladeshi leftists reportedly kill five ruling party members",,,,,1,Chuadanga town,Khulna Division,Chuadanga District,23.646667,88.843611,POINT (88.843611 23.646667),163978,Bangladesh,771,BGD,Asia,1,1,2005-10-26,2005-10-26,1,0,0,0,1,1,1
73718,2005,1,2005,2005,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,"BBC Monitoring South Asia 2005-10-30 ""Bangladeshi leftists reportedly kill five ruling party members",,,,,1,Jhenaidaha town,Khulna Division,Jhenaidaha District,23.5427,89.179413,POINT (89.179413 23.542700),163979,Bangladesh,771,BGD,Asia,1,1,2005-10-26,2005-10-26,1,0,0,0,1,1,1
73719,2005,1,2005,2005,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,"BBC Monitoring South Asia 2005-10-30 ""Bangladeshi leftists reportedly kill five ruling party members"".  SATP",,,,,3,Narail District,Khulna Division,Narail District,23.12612,89.57518,POINT (89.575180 23.126120),163260,Bangladesh,771,BGD,Asia,1,1,2005-10-26,2005-10-26,2,0,0,0,2,2,2
73720,2005,1,2005,2005,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,"BBC Monitoring South Asia 2005-10-30 ""Bangladeshi leftists reportedly kill five ruling party members",,,,,1,Kushtia town,Khulna Division,Kushtia District,23.901111,89.121944,POINT (89.121944 23.901111),163979,Bangladesh,771,BGD,Asia,1,1,2005-10-27,2005-10-27,1,0,0,0,1,1,1
73075,2005,1,2005,2005,1,11350,Bangladesh: Government,10985,Government of Bangladesh - PBCP,143,771.0,Government of Bangladesh,805,,PBCP,-1,SATP,,,,,1,Amdabad town,Khulna Division,Khulna District,22.785133,89.614994,POINT (89.614994 22.785133),162540,Bangladesh,771,BGD,Asia,1,1,2005-11-21,2005-11-21,0,1,0,0,1,1,1
73722,2005,1,2005,2005,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,2,Rupsa sub-District,Khulna Division,Khulna District,22.833333,89.591667,POINT (89.591667 22.833333),162540,Bangladesh,771,BGD,Asia,1,1,2005-12-02,2005-12-02,0,1,0,0,1,1,1
73993,2005,0,2005,2005,3,2009,JMB - Civilians,2491,JMB - Civilians,1218,,JMB,1,,Civilians,-1,"Reuters 2005-12-08 ""UPDATE 4-Bangladesh suicide bombs kill eight, hurt 50"" AND AFP 2005-12-09 ""Bangladesh fears long battle to defeat Islamic suicide bombers"" AND AP 2005-12-08 ""Bangladesh Suicide-Bomber Kills Six People"" BBC Monitoring South Asia
2005-12-09 ""Eight arrested over Bangladesh suicide bombing"" AND BBC Monitoring South Asia 2005-12-09
""Bangladesh paper lists areas where bombs recovered"" AND AP 2005-12-09 ""Bangladesh detains eight suspects after suicide bomber kills eight"" AND Associated Press Newswires 2005-12-09 ""Bangladesh Attack Brings Fear of Militancy",,,,police,1,Netrokona town,Dhaka Division,Netrokona District,24.886101,90.729134,POINT (90.729134 24.886101),165422,Bangladesh,771,BGD,Asia,1,1,2005-12-08,2005-12-08,0,0,7,1,3,8,8
73686,2005,1,2005,2005,1,11350,Bangladesh: Government,10985,Government of Bangladesh - PBCP,143,771.0,Government of Bangladesh,805,,PBCP,-1,"Agence France Presse 2005-12-28 ""Bangladesh Maoist rebels kill three police in raid: report"".  Press Trust of India ""Six suspects arrested for attack on Bangla security outpost"".  BBC ""Bangladesh police plan ""massive raid"" after three killed in armed attack",,,,"Shamsul Haq, police intelligence officer",3,Natore District,Rajshahi Division,Natore District,24.38064,89.08766,POINT (89.087660 24.380640),164699,Bangladesh,771,BGD,Asia,1,1,2005-12-28,2005-12-28,3,0,0,1,4,4,4
73687,2005,1,2005,2005,1,11350,Bangladesh: Government,10985,Government of Bangladesh - PBCP,143,771.0,Government of Bangladesh,805,,PBCP,-1,SATP,,,,,2,Singra sub-District,Rajshahi Division,Natore District,24.502819,89.142311,POINT (89.142311 24.502819),165419,Bangladesh,771,BGD,Asia,1,1,2005-12-28,2005-12-28,0,0,0,0,0,0,3
73717,2006,1,2006,2006,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,3,Chuadanga District,Khulna Division,Chuadanga District,23.60728,88.84878,POINT (88.848780 23.607280),163978,Bangladesh,771,BGD,Asia,1,1,2006-01-16,2006-01-16,0,1,0,0,1,1,1
71962,2006,1,2006,2006,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,2,Mongla sub-District,Khulna Division,Bagerhat District,22.472222,89.610833,POINT (89.610833 22.472222),161820,Bangladesh,771,BGD,Asia,1,1,2006-01-17,2006-01-17,0,1,0,0,1,1,1
73723,2006,1,2006,2006,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,2,Rupsa sub-District,Khulna Division,Khulna District,22.833333,89.591667,POINT (89.591667 22.833333),162540,Bangladesh,771,BGD,Asia,1,1,2006-01-24,2006-01-24,0,2,0,0,2,2,2
72056,2006,1,2006,2006,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,3,Bagerhat District,Khulna Division,Bagerhat District,22.41005,89.72309,POINT (89.723090 22.410050),161820,Bangladesh,771,BGD,Asia,1,1,2006-02-09,2006-02-09,0,1,0,0,1,1,1
73724,2006,1,2006,2006,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,2,Harinakunda sub-District,Khulna Division,Jhenaidaha District,23.637778,89.040278,POINT (89.040278 23.637778),163979,Bangladesh,771,BGD,Asia,1,1,2006-02-14,2006-02-14,0,1,0,0,1,1,1
72060,2006,1,2006,2006,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,3,Narail District,Khulna Division,Narail District,23.12612,89.57518,POINT (89.575180 23.126120),163260,Bangladesh,771,BGD,Asia,1,1,2006-02-16,2006-02-16,0,1,0,0,1,1,1
73781,2006,0,2006,2006,1,11350,Bangladesh: Government,10985,Government of Bangladesh - PBCP,143,771.0,Government of Bangladesh,805,,PBCP,-1,"AP, 2006-02-26, ""Suspected communist rebels kill ruling party member in western Bangladesh",,,,Police and media sources,1,Madhabpur town,Khulna Division,Jhenaidaha District,23.471111,89.069167,POINT (89.069167 23.471111),163259,Bangladesh,771,BGD,Asia,1,1,2006-02-26,2006-02-26,0,0,0,0,0,0,1
73725,2006,1,2006,2006,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,1,Gunari town,Khulna Division,Khulna District,22.489167,89.443611,POINT (89.443611 22.489167),161819,Bangladesh,771,BGD,Asia,1,1,2006-03-01,2006-03-01,0,1,0,0,1,1,1
73726,2006,1,2006,2006,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,3,Jhenaidaha District,Khulna Division,Jhenaidaha District,23.48351,89.0863,POINT (89.086300 23.483510),163259,Bangladesh,771,BGD,Asia,1,1,2006-03-02,2006-03-02,0,1,0,0,1,1,1
73727,2006,1,2006,2006,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,2,Gangni sub-District,Khulna Division,Meherpur District,23.8098,88.7567,POINT (88.756700 23.809800),163978,Bangladesh,771,BGD,Asia,1,1,2006-03-14,2006-03-14,1,0,0,0,1,1,1
73728,2006,1,2006,2006,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,2,Shailkupa sub-District,Khulna Division,Jhenaidah District,23.700498,89.25266,POINT (89.252660 23.700498),163979,Bangladesh,771,BGD,Asia,1,1,2006-03-18,2006-03-18,0,1,0,0,1,1,1
72109,2006,1,2006,2006,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,2,Alamdanga sub-District,Khulna Division,Chuadanga District,23.761111,88.950278,POINT (88.950278 23.761111),163978,Bangladesh,771,BGD,Asia,1,1,2006-03-31,2006-03-31,0,1,0,0,1,1,1
73729,2006,1,2006,2006,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,2,Batiaghata sub-District,Khulna Division,Khulna District,22.734951,89.516533,POINT (89.516533 22.734951),162540,Bangladesh,771,BGD,Asia,1,1,2006-04-01,2006-04-01,0,1,0,0,1,1,1
73730,2006,1,2006,2006,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,2,Beliakandi sub-District,Dhaka Division,Rajbari District,23.634686,89.547405,POINT (89.547405 23.634686),163980,Bangladesh,771,BGD,Asia,1,1,2006-04-02,2006-04-02,0,1,0,0,1,1,1
73688,2006,0,2006,2006,1,11350,Bangladesh: Government,10985,Government of Bangladesh - PBCP,143,771.0,Government of Bangladesh,805,,PBCP,-1,SATP,,,,,1,Chaubaria Ghat town,Rajshahi Division,Naogaon District,24.708056,88.611667,POINT (88.611667 24.708056),165418,Bangladesh,771,BGD,Asia,1,1,2006-04-16,2006-04-16,4,0,0,1,5,5,5
73782,2006,0,2006,2006,1,11350,Bangladesh: Government,10985,Government of Bangladesh - PBCP,143,771.0,Government of Bangladesh,805,,PBCP,-1,SATP,,,,,2,Terokhada sub-District,Khulna Division,Khulna District,22.935833,89.670556,POINT (89.670556 22.935833),162540,Bangladesh,771,BGD,Asia,1,1,2006-04-17,2006-04-17,0,1,0,0,1,1,1
73731,2006,1,2006,2006,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,1,Borai town,Khulna Division,Jhenaidah District,23.568074,88.989647,POINT (88.989647 23.568074),163978,Bangladesh,771,BGD,Asia,1,1,2006-04-18,2006-04-18,0,1,0,0,1,1,1
73732,2006,1,2006,2006,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,2,Gangni sub-District,Khulna Division,Meherpur District,23.8098,88.7567,POINT (88.756700 23.809800),163978,Bangladesh,771,BGD,Asia,1,1,2006-04-19,2006-04-19,0,1,0,0,1,1,1
73733,2006,1,2006,2006,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,1,Mirpur town,Khulna Division,Kushtia District,23.928333,88.991667,POINT (88.991667 23.928333),163978,Bangladesh,771,BGD,Asia,1,1,2006-04-28,2006-04-28,0,1,0,0,1,1,1
73783,2006,0,2006,2006,1,11350,Bangladesh: Government,10985,Government of Bangladesh - PBCP,143,771.0,Government of Bangladesh,805,,PBCP,-1,SATP,,,,,1,Pabna town,Rajshahi Division,Pabna Disctrict,24.006581,89.244133,POINT (89.244133 24.006581),164699,Bangladesh,771,BGD,Asia,1,1,2006-05-01,2006-05-01,0,1,0,0,1,1,1
